location-long,location-lat,individual-local-identifier
140.305555555556,48.9275,"railway"
140.301666666667,48.9283333333333,"railway"
140.293333888889,48.9311116666667,"railway"
140.283613333333,48.9333330555556,"railway"
140.2772325,48.9348333333333,"railway"
140.2741675,48.9355541666667,"railway"
140.265831944444,48.9383338888889,"railway"
140.260276944444,48.9419441666667,"railway"
140.258334722222,48.9466675,"railway"
140.258055277778,48.9516675,"railway"
140.252779444444,48.9544438888889,"railway"
140.245001111111,48.9541666666667,"railway"
140.236111388889,48.9555555555556,"railway"
140.226386111111,48.9577763888889,"railway"
140.217498333333,48.9594438888889,"railway"
140.213053333333,48.9633325,"railway"
140.213887777778,48.9688894444444,"railway"
140.217501666667,48.9752763888889,"railway"
140.216943888889,48.9802783333333,"railway"
140.2125,48.9841661111111,"railway"
140.205556111111,48.9872219444444,"railway"
140.1975,48.9900013888889,"railway"
140.188887777778,48.9927786111111,"railway"
140.184721388889,48.9966675,"railway"
140.184574166667,48.997025,"railway"
140.183346944444,49.0,"railway"
140.183150277778,49.0004827777778,"railway"
140.183151944444,49.0004836111111,"railway"
140.183133055556,49.0005241666667,"railway"
140.183073055556,49.000675,"railway"
140.183062222222,49.0007011111111,"railway"
140.1827775,49.0013883333333,"railway"
140.184525555556,49.0042483333333,"railway"
140.185833611111,49.0063888888889,"railway"
140.192774722222,49.0074994444444,"railway"
140.199444722222,49.0094441666667,"railway"
140.205555,49.0125,"railway"
140.208889722222,49.0188888888889,"railway"
140.213887777778,49.0233330555556,"railway"
140.219724166667,49.0261108333333,"railway"
140.225554166667,49.0291661111111,"railway"
140.231668333333,49.0319452777778,"railway"
140.238334722222,49.0338891666667,"railway"
140.245834722222,49.0358336111111,"railway"
140.250277777778,49.0380566666667,"railway"
140.2516675,49.0386111111111,"railway"
140.257225277778,49.0422225,"railway"
140.261388888889,49.0477769444444,"railway"
140.263610555556,49.0536105555556,"railway"
140.263055277778,49.0588897222222,"railway"
140.260000277778,49.0630558333333,"railway"
140.255556111111,49.0669458333333,"railway"
140.252501111111,49.0713902777778,"railway"
140.253331944444,49.0752783333333,"railway"
140.253612222222,49.0769436111111,"railway"
140.254721666667,49.0802777777778,"railway"
140.255555277778,49.0827780555556,"railway"
140.260001944444,49.0883344444444,"railway"
140.265833055556,49.0911097222222,"railway"
140.272222777778,49.0905558333333,"railway"
140.274445,49.0905575,"railway"
140.281946111111,49.0908347222222,"railway"
140.290000277778,49.0911108333333,"railway"
140.298332222222,49.0905544444444,"railway"
140.306108888889,49.0908330555556,"railway"
140.312221944444,49.0936111111111,"railway"
140.317499444444,49.0974986111111,"railway"
140.322221944444,49.1019455555556,"railway"
140.324445277778,49.1077769444444,"railway"
140.325278055556,49.1133336111111,"railway"
140.328888333333,49.1197213888889,"railway"
140.333054722222,49.1252777777778,"railway"
140.335278055556,49.1311111111111,"railway"
140.334998611111,49.1361102777778,"railway"
140.333055555556,49.1408325,"railway"
140.328889166667,49.1447222222222,"railway"
140.326945277778,49.149445,"railway"
140.326667777778,49.1547216666667,"railway"
140.326110833333,49.1597219444444,"railway"
140.327221944444,49.1652786111111,"railway"
140.328056666667,49.1708338888889,"railway"
140.326388333333,49.1755563888889,"railway"
140.323335,49.1799997222222,"railway"
140.320278888889,49.1841666666667,"railway"
140.317221944444,49.18861,"railway"
140.316667777778,49.1936122222222,"railway"
140.31639,49.19861,"railway"
140.315834166667,49.2038894444444,"railway"
140.3180575,49.2097225,"railway"
140.321667777778,49.2161105555556,"railway"
140.325277222222,49.2225,"railway"
140.327498611111,49.2283336111111,"railway"
140.325835833333,49.2330563888889,"railway"
